id_pedido,id_cliente,data_pedido,forma_pagamento,status
1887,420,2025-04-12,Boleto,Entregue
1888,367,2025-08-11,Pix,Cancelado
1889,462,2025-06-25,Boleto,Entregue
1890,474,2025-04-12,Pix,Em Transporte
1891,188,2026-05-02,Boleto,Em Transporte
1892,226,2025-07-09,Boleto,Entregue
1893,428,2025-07-05,Cartão,Cancelado
1894,110,2026-03-11,Boleto,Entregue
1895,58,2026-02-22,Cartão,Entregue
1896,57,2026-04-23,Boleto,Entregue
1897,391,2026-05-23,Cartão,Em Transporte
1898,286,2025-10-23,Boleto,Entregue
1899,168,2025-03-26,Cartão,Entregue
1900,146,2026-01-30,Cartão,Em Transporte
1901,352,2025-11-16,Cartão,Entregue
1902,149,2026-02-22,Cartão,Entregue
1903,459,2025-03-13,Cartão,Em Transporte
1904,92,2026-01-12,Pix,Em Transporte
1905,345,2026-05-19,Pix,Cancelado
1906,268,2026-03-25,Boleto,Em Transporte
1907,62,2025-03-29,Pix,Cancelado
1908,356,2026-02-15,Boleto,Entregue
1909,34,2025-06-22,Cartão,Entregue
1910,103,2025-12-13,Boleto,Cancelado
1911,120,2025-05-06,Cartão,Em Transporte
1912,143,2026-05-27,Boleto,Em Transporte
1913,388,2025-10-07,Boleto,Cancelado
1914,244,2025-12-31,Boleto,Em Transporte
1915,249,2026-02-19,Boleto,Cancelado
1916,394,2025-05-31,Cartão,Entregue
1917,129,2025-05-06,Cartão,Cancelado
1918,322,2025-08-25,Pix,Entregue
1919,378,2025-04-12,Pix,Entregue
1920,348,2026-05-26,Pix,Entregue
1921,310,2026-01-27,Boleto,Cancelado
1922,156,2025-06-06,Boleto,Em Transporte
1923,390,2025-04-09,Pix,Em Transporte
1924,393,2026-06-17,Cartão,Cancelado
1925,151,2025-07-26,Boleto,Cancelado
1926,259,2026-05-18,Cartão,Em Transporte
1927,415,2025-12-18,Boleto,Em Transporte
1928,488,2025-01-19,Pix,Cancelado
1929,197,2025-05-02,Cartão,Cancelado
1930,227,2026-01-21,Cartão,Entregue
1931,91,2025-02-03,Boleto,Em Transporte
1932,453,2025-11-07,Boleto,Entregue
1933,221,2026-05-19,Pix,Cancelado
1934,250,2026-02-03,Pix,Em Transporte
1935,338,2026-05-18,Boleto,Em Transporte
1936,244,2026-04-27,Boleto,Entregue
1937,29,2026-06-03,Cartão,Cancelado
1938,303,2026-05-22,Cartão,Em Transporte
1939,393,2025-12-28,Cartão,Cancelado
1940,15,2025-03-04,Boleto,Entregue
1941,429,2025-05-12,Cartão,Cancelado
1942,392,2025-01-28,Boleto,Cancelado
1943,50,2026-01-25,Cartão,Cancelado
1944,211,2026-01-01,Cartão,Entregue
1945,127,2025-09-08,Pix,Em Transporte
1946,304,2025-11-16,Pix,Em Transporte
1947,445,2025-03-09,Cartão,Entregue
1948,87,2025-12-12,Pix,Em Transporte
1949,20,2025-11-30,Cartão,Em Transporte
1950,291,2026-03-09,Boleto,Cancelado
1951,11,2025-10-01,Boleto,Cancelado
1952,163,2025-01-23,Cartão,Em Transporte
1953,166,2026-02-04,Boleto,Entregue
1954,52,2026-05-16,Boleto,Em Transporte
1955,173,2025-07-30,Cartão,Em Transporte
1956,86,2025-12-14,Boleto,Cancelado
1957,497,2026-01-08,Cartão,Entregue
1958,326,2026-05-24,Pix,Em Transporte
1959,148,2025-08-08,Cartão,Entregue
1960,294,2025-11-01,Cartão,Entregue
1961,368,2025-04-05,Boleto,Entregue
1962,140,2025-12-11,Pix,Em Transporte
1963,219,2026-05-02,Pix,Cancelado
1964,334,2025-03-20,Cartão,Em Transporte
1965,222,2025-11-04,Boleto,Em Transporte
1966,103,2025-11-17,Cartão,Cancelado
1967,320,2025-09-15,Boleto,Cancelado
1968,452,2025-07-04,Pix,Em Transporte
1969,442,2026-06-13,Pix,Em Transporte
1970,110,2026-05-27,Boleto,Em Transporte
1971,138,2026-04-24,Boleto,Em Transporte
1972,479,2026-03-21,Boleto,Em Transporte
1973,268,2025-03-03,Pix,Cancelado
1974,76,2026-04-19,Pix,Entregue
1975,433,2025-11-04,Cartão,Cancelado
1976,441,2025-11-23,Pix,Em Transporte
1977,434,2025-07-28,Cartão,Cancelado
1978,331,2025-10-21,Pix,Cancelado
1979,208,2025-08-30,Pix,Entregue
1980,99,2025-06-03,Pix,Entregue
1981,238,2025-11-14,Cartão,Em Transporte
1982,217,2026-03-23,Boleto,Entregue
1983,82,2025-07-26,Cartão,Entregue
1984,133,2025-01-30,Cartão,Em Transporte
1985,330,2025-06-30,Pix,Em Transporte
1986,401,2026-05-13,Pix,Entregue
1987,161,2025-03-27,Boleto,Cancelado
1988,462,2025-03-07,Cartão,Cancelado
1989,204,2025-04-03,Boleto,Entregue
1990,58,2025-08-30,Boleto,Em Transporte
1991,478,2026-05-28,Pix,Em Transporte
1992,129,2026-06-22,Cartão,Entregue
1993,308,2025-09-01,Pix,Cancelado
1994,427,2025-12-04,Boleto,Em Transporte
1995,413,2026-02-04,Boleto,Em Transporte
1996,479,2025-08-30,Cartão,Entregue
1997,55,2025-05-28,Pix,Entregue
1998,226,2025-10-09,Cartão,Cancelado
1999,252,2025-02-27,Boleto,Cancelado
2000,163,2025-04-26,Boleto,Cancelado
